CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex
17122	17255	-0.0120087	0	0.759516	0.76949	1
13297	13599	-0.0230103	0	0.910114	0.765574	1
22779	26476	-56.03	0	0.552156	0.487615	1
17023	20768	-13.997	0	0.620433	0.575614	1
17627	17813	-0.0110016	0	0.869219	0.773525	1
17627	17817	-0.0110016	0	0.882532	0.787217	1
11769	12298	-0.0189972	0	0.815105	0.665436	1
28828	29027	-12.047	0	0.70742	0.544831	1
1429	1448	0	0	0.920991	0.789071	1
15392	15700	-0.0119934	0	0.965496	0.81261	1
16318	16565	-0.00500488	0	0.95352	0.814685	1
19238	19273	0.0110016	0	0.907959	0.807974	1
20692	24227	-44.023	0	0.55311	0.412807	1
22401	24427	-30.009	0	0.560287	0.417258	1
21926	26282	-57.034	0	0.790038	0.515664	1
14749	15163	-0.00999451	0	0.608621	0.49861	1
12362	12658	-0.076004	0	0.886556	0.697041	1
12362	12659	0	0	0.825864	0.64708	1
29180	29823	-45.057	0	0.922913	0.886004	1
15408	15584	-0.0380096	0	0.856273	0.720969	1
29538	29946	-35.039	0	0.685203	0.609932	1
13400	13593	0.00299072	0	0.925373	0.827608	1
15408	15583	-0.0320129	0	0.945942	0.811147	1
16510	16568	0.00498962	0	0.950084	0.852239	1
2430	2511	-1.016	0	0.597948	0.414009	1
28010	28493	-17.996	0	0.939746	0.817249	1
23579	23606	-0.0209961	0	0.689224	0.547921	1
20696	28140	-132.073	0	0.653884	0.442244	1
17141	17238	-0.00601196	0	0.924727	0.769081	1
22885	23002	-0.440002	0	0.874698	0.76947	1
23461	23473	-0.00900269	0	0.670182	0.676001	1
2452	2456	0	0	0.735796	0.732427	1
15280	27109	-114.028	0	0.818751	0.54025	1
2452	2453	0	0	0.696554	0.670458	1
17190	17342	-0.0390015	0	0.83856	0.639633	1
12348	12536	-0.0910034	0	0.904179	0.715498	1
17920	18168	0	0	0.969193	0.748128	1
12348	12538	-0.0720062	0	0.884617	0.693851	1
9766	9785	0	0	0.915892	0.677032	1
19319	19374	-0.0160065	0	0.859868	0.693458	1
17145	17167	-0.00498962	0	0.86012	0.811258	1
25513	25637	-0.026001	0	0.846213	0.697916	1
12350	12497	-0.0879974	0	0.819962	0.644803	1
27423	27425	-0.00100708	0	0.963778	0.861819	1
23504	28681	-122.031	0	0.559062	0.410757	1
27942	29663	-96.984	0	0.675602	0.456533	1
17896	18218	-0.0859985	0	0.950826	0.713993	1
18710	18893	-0.0159912	0	0.857713	0.795061	1
15651	15755	0.0200043	0	0.957646	0.795698	1
29281	29303	-1.983	0	0.777692	0.578904	1
15535	15536	-0.0469971	0	0.938905	0.867162	1
4372	4439	0.00699615	0	0.959286	0.717132	1
15535	15538	-0.0390015	0	0.84423	0.810164	1
24137	28052	-88.054	0	0.553173	0.436724	1
24610	24697	0	0	0.929495	0.684058	1
22050	22106	-0.0209961	0	0.864143	0.592684	1
18001	18087	0.0140076	0	0.994289	0.858035	1
2489	2500	0	0	0.986645	0.807426	1
2644	3035	-0.0179977	0	0.803438	0.595373	1
30175	30564	-60.022	0	0.883697	0.701476	1
25116	25124	0	0	0.734896	0.647695	1
29201	29667	-34.005	0	0.606511	0.586459	1
23971	28593	-110.038	0	0.937214	0.612725	1
21034	26473	-72.024	0	0.745487	0.534654	1
15446	15471	-0.0240021	0	0.962752	0.854204	1
23237	23269	0	0	0.683864	0.496365	1
26108	30430	-244.057	0	0.979293	0.680205	1
15422	16109	-0.0319977	0	0.944284	0.845676	1
15227	15230	0	0	0.94396	0.71792	1
17872	18056	-0.053009	0	0.940424	0.66044	1
13323	13374	0.00498962	0	0.958641	0.86389	1
14305	15164	0.00299072	0	0.823556	0.693566	1
26956	29352	-105.029	0	0.748035	0.456777	1
28008	29216	-61.071	0	0.675689	0.562458	1
30828	30861	-44.024	0	0.931475	0.744817	1
21958	22000	0.00299072	0	0.734168	0.536589	1
19519	22395	-23.07	0	0.656527	0.461593	1
15467	15651	0.00799561	0	0.957806	0.824603	1
11706	11779	-0.974998	0	0.628554	0.419638	1
27625	28449	-30.005	0	0.746392	0.58228	1
10287	10734	-0.000999451	0	0.856716	0.728604	1
15489	16109	-0.0550079	0	0.962893	0.864349	1
21039	21056	-0.026001	0	0.629346	0.601315	1
17830	18626	-0.199997	0	0.967954	0.808754	1
17848	17990	-0.0770111	0	0.822163	0.615739	1
21973	22055	-0.022995	0	0.913363	0.814268	1
2644	2748	-0.0179977	0	0.916205	0.653705	1
28800	28815	-0.0410156	0	0.735116	0.644428	1
18807	18991	0.00500488	0	0.814059	0.546155	1
20905	27750	-112.04	0	0.64701	0.403993	1
28762	28799	-1.98599	0	0.605287	0.565693	1
26508	28676	-74.097	0	0.965663	0.631217	1
11730	12079	-0.0059967	0	0.730779	0.630881	1
30107	30870	-254.036	0	0.804067	0.799672	1
28259	29138	-47.022	0	0.794185	0.594576	1
24178	24934	-12.001	0	0.620186	0.519854	1
23949	29913	-204.07	0	0.821107	0.552273	1
17865	17990	-0.00900269	0	0.853755	0.726672	1
15912	15947	0	0	0.937678	0.724647	1
10403	10627	0	0	0.868253	0.688656	1
24326	26798	-43.99	0	0.804216	0.481956	1
29238	29646	-29.99	0	0.796823	0.599911	1
17843	17866	-0.0700073	0	0.894203	0.67725	1
18734	19034	-0.0180054	0	0.855269	0.72389	1
13265	13386	-0.00900269	0	0.87489	0.835001	1
1621	1703	-0.0149994	0	0.915101	0.733572	1
18044	18518	-0.143005	0	0.882836	0.733949	1
13313	13596	-0.0110016	0	0.959144	0.856959	1
20797	23293	-24.994	0	0.772048	0.693674	1
12073	19028	-18.007	0	0.918859	0.723458	1
11983	12330	-0.0110016	0	0.746257	0.626517	1
22209	22255	0	0	0.806873	0.610845	1
24590	25642	-17.027	0	0.740125	0.467474	1
13355	13604	-0.0110016	0	0.969846	0.835943	1
27071	27599	-15.996	0	0.827452	0.43126	1
18712	18737	0.00799561	0	0.90634	0.803071	1
21533	23299	-14.016	0	0.692967	0.685825	1
25094	26077	-14.016	0	0.912576	0.514739	1
8763	10031	-0.0590057	0	0.888696	0.760363	1
17942	18037	0.0440063	0	0.964605	0.759866	1
1671	1902	-0.00999451	0	0.972821	0.81782	1
17868	18451	-0.0890045	0	0.934009	0.777041	1
23988	30265	-249.197	0	0.707409	0.468668	1
29287	30358	-111.07	0	0.933972	0.68969	1
13305	13316	-0.0140076	0	0.921332	0.793878	1
13305	13317	-0.00700378	0	0.945288	0.853868	1
21431	23286	-16.937	0	0.555415	0.462456	1
25314	25315	0.0190125	0	0.722306	0.57656	1
21531	21539	0.0310059	0	0.687812	0.808504	1
27388	30433	-214.039	0	0.884273	0.668731	1
25433	25439	-0.00801086	0	0.69392	0.717672	1
15404	15649	-0.0640106	0	0.927057	0.839226	1
15420	15665	-0.00300598	0	0.920603	0.728386	1
15562	15910	-0.0379944	0	0.94295	0.833449	1
27785	29308	-76.079	0	0.712397	0.54261	1
21531	21535	0.00801086	0	0.762821	0.712224	1
28342	29576	-76.001	0	0.690023	0.540754	1
20940	26705	-81.03	0	0.666191	0.53638	1
28002	28990	-46.012	0	0.611696	0.511338	1
14265	18739	-11.999	0	0.720544	0.63172	1
26592	29362	-116.083	0	0.618079	0.481183	1
14110	20897	-27.008	0	0.683191	0.491117	1
23988	28931	-130.067	0	0.625553	0.400752	1
14635	24150	-59.058	0	0.755753	0.484768	1
29485	29654	-14.051	0	0.648841	0.558103	1
28511	28559	-2.01801	0	0.848982	0.637395	1
15707	15895	-0.0160065	0	0.888916	0.673302	1
17134	17403	-0.0349884	0	0.867778	0.596714	1
14768	27135	-116.054	0	0.739107	0.431349	1
21941	21945	0.00500488	0	0.934497	0.863579	1
4269	4282	-0.0370026	0	0.80924	0.724996	1
11650	11651	-0.0410004	0	0.571826	0.527931	1
17965	18007	-0.0100098	0	0.955894	0.734439	1
13230	13373	-0.0289917	0	0.91689	0.756388	1
21116	21159	-0.00698853	0	0.663904	0.491975	1
22899	22945	0.00500488	0	0.931549	0.747046	1
21098	21193	-0.0110016	0	0.643868	0.629674	1
13164	13213	-0.0019989	0	0.883138	0.798491	1
26189	26247	-0.00100708	0	0.773123	0.409793	1
12466	12495	-0.026001	0	0.815727	0.676126	1
27942	29433	-80.038	0	0.76857	0.534402	1
17965	18009	0.071991	0	0.96759	0.755525	1
10094	10098	-0.00699615	0	0.703501	0.471318	1
28542	28750	-12	0	0.925055	0.799194	1
1466	1843	-0.00299835	0	0.878905	0.665266	1
13536	13564	0.0039978	0	0.943373	0.897585	1
17919	17973	0	0	0.970537	0.790587	1
13320	13358	0.0149994	0	0.904945	0.710385	1
22894	22899	-0.00500488	0	0.930367	0.671538	1
15649	15895	-0.0209961	0	0.918432	0.705085	1
10423	11772	-9.984	0	0.635444	0.434466	1
8753	9702	-0.00800323	0	0.8902	0.583721	1
24293	29889	-193.078	0	0.747649	0.644282	1
20881	20882	-0.0289917	0	0.750115	0.545713	1
13191	13201	-0.0540009	0	0.87608	0.8198	1
15348	15349	0.0019989	0	0.84102	0.75383	1
29815	30353	-72.042	0	0.639558	0.523191	1
17147	28174	-143.132	0	0.755926	0.541791	1
17021	20759	-13.999	0	0.675821	0.572648	1
23339	23347	-0.0039978	0	0.800188	0.768777	1
17882	18003	-0.076004	0	0.968233	0.750299	1
27429	27742	-11.991	0	0.81577	0.613484	1
10129	10153	-0.00600433	0	0.70278	0.524344	1
21459	21460	0.0039978	0	0.914021	0.848113	1
28591	29316	-45.988	0	0.698994	0.60928	1
17300	17301	0	0	0.952312	0.839345	1
26604	27660	-30.009	0	0.701297	0.408415	1
25532	25646	0.000991821	0	0.819563	0.752523	1
21758	21762	0	0	0.630036	0.467164	1
11271	11280	0.0169983	0	0.873575	0.62377	1
22896	22927	0.00698853	0	0.960066	0.820013	1
18009	18217	-0.0359955	0	0.986487	0.863637	1
22896	22920	0.00999451	0	0.967336	0.819109	1
2673	3052	0	0	0.840678	0.713989	1
15422	16167	-0.0479889	0	0.954133	0.853928	1
17078	25368	-75.078	0	0.821835	0.660966	1
1300	15290	-38.986	0	0.627307	0.401242	1
29977	30073	-16.031	0	0.67058	0.600148	1
29007	29008	0.0150146	0	0.764407	0.617771	1
26510	28857	-84.155	0	0.557548	0.417983	1
4132	14029	-24.996	0	0.714004	0.477363	1
11811	11903	0	0	0.967579	0.850072	1
23567	23796	-0.0399933	0	0.703227	0.603557	1
13270	13593	-0.0130005	0	0.938825	0.83793	1
13394	13555	-0.0160065	0	0.822863	0.739123	1
23053	23152	-0.0149994	0	0.570816	0.515787	1
21792	21824	-0.00799561	0	0.699609	0.599884	1
26885	28544	-56.065	0	0.645473	0.401232	1
27116	28680	-58.046	0	0.573853	0.462018	1
20939	20940	-0.0219879	0	0.787891	0.817699	1
27589	27669	-2.008	0	0.814961	0.610535	1
21939	21940	0.00100708	0	0.926546	0.791986	1
21939	21941	-0.00500488	0	0.989806	0.928171	1
15749	16243	-1.02	0	0.858413	0.581031	1
21939	21945	0	0	0.910291	0.852208	1
20862	24393	-43.995	0	0.748046	0.54151	1
4368	4374	-0.000999451	0	0.980548	0.942704	1
5374	7472	-0.0449982	0	0.804464	0.534337	1
23606	23797	-0.0019989	0	0.740335	0.612015	1
22923	22926	-0.0019989	0	0.955548	0.878504	1
12446	12763	-0.0350037	0	0.920337	0.799766	1
13338	13340	0.0110016	0	0.839002	0.903791	1
27709	30703	-278.101	0	0.771506	0.672753	1
22978	22986	0.000991821	0	0.799964	0.590734	1
17829	17993	-0.0019989	0	0.950297	0.692224	1
19252	19289	0	0	0.952183	0.866651	1
27425	27742	-12	0	0.60266	0.503394	1
17211	17403	-0.0289917	0	0.912056	0.673195	1
19268	19374	-0.100006	0	0.879921	0.691742	1
12371	12372	0	0	0.872488	0.62893	1
21971	22363	-0.978989	0	0.655623	0.553384	1
1843	2263	-0.0299988	0	0.895649	0.79586	1
13377	13499	-0.019989	0	0.948261	0.82678	1
23008	30783	-414.141	0	0.717569	0.452109	1
28426	29875	-95.028	0	0.558134	0.401699	1
23236	23237	0	0	0.721051	0.631158	1
1413	1421	-0.000999451	0	0.779768	0.647268	1
17233	23485	-42.011	0	0.742313	0.474878	1
10290	10458	-0.000999451	0	0.817636	0.651668	1
23967	30726	-365.28	0	0.747289	0.474093	1
12476	12541	-0.0379944	0	0.955444	0.802631	1
23880	23895	-0.0209961	0	0.657834	0.700326	1
14084	14086	-0.00500488	0	0.841636	0.729805	1
10290	10454	-0.0110016	0	0.861084	0.674056	1
4455	4474	0	0	0.913505	0.701704	1
4184	19491	-42.021	0	0.612518	0.445874	1
2785	2864	0	0	0.888209	0.712434	1
22006	22086	-0.0120087	0	0.91311	0.696161	1
18060	18287	0	0	0.967359	0.758955	1
8982	9172	-0.0169983	0	0.924106	0.754386	1
21391	21392	-0.00300598	0	0.763272	0.70235	1
2411	2461	-0.0179977	0	0.919659	0.829226	1
13448	13718	-0.0390015	0	0.911437	0.760944	1
25497	28593	-80.03	0	0.956886	0.640758	1
11501	11568	-1.007	0	0.590973	0.590603	1
18990	19169	-0.0219879	0	0.839961	0.787021	1
25160	28910	-109.045	0	0.913234	0.469317	1
26650	29362	-114.07	0	0.642021	0.495873	1
28599	28601	-0.00500488	0	0.860218	0.856544	1
28599	28600	-0.0700073	0	0.67891	0.661936	1
17021	21579	-26.988	0	0.68481	0.538281	1
17154	23442	-41.025	0	0.666169	0.472647	1
28441	29631	-75.93	0	0.565468	0.463208	1
10163	10171	0.00300598	0	0.783343	0.618561	1
20474	20532	0	0	0.880241	0.597372	1
22983	23061	-0.00100708	0	0.943871	0.783444	1
25469	28678	-87.03	0	0.838819	0.710233	1
16274	16380	0.0019989	0	0.962864	0.718761	1
21985	22220	-0.0399933	0	0.88565	0.715883	1
16274	16382	0.00300598	0	0.958521	0.724768	1
28433	30362	-162.051	0	0.779114	0.616934	1
15282	15310	0	0	0.924449	0.707524	1
12770	12916	0	0	0.831281	0.732069	1
28932	29874	-67.041	0	0.903397	0.590404	1
15829	15912	0	0	0.924845	0.691752	1
15821	15970	0	0	0.9477	0.765828	1
12078	12109	-0.00799561	0	0.967402	0.879514	1
22918	22935	-0.000991821	0	0.949342	0.769912	1
1376	10074	-18.027	0	0.740435	0.421898	1
2416	2423	-0.012001	0	0.925837	0.76432	1
8775	10031	-0.0569992	0	0.903431	0.796665	1
2416	2425	0.00299835	0	0.723729	0.674011	1
18700	18801	0.00900269	0	0.954078	0.873341	1
18700	18800	-0.0169983	0	0.862962	0.755422	1
2416	2429	-0.0130005	0	0.962063	0.812053	1
15471	15651	-0.0180054	0	0.97643	0.832938	1
8986	9861	-0.0179977	0	0.911236	0.843012	1
24555	24556	0.0019989	0	0.876218	0.803893	1
12542	13066	-0.0579987	0	0.805707	0.693338	1
19538	30004	-256.068	0	0.946533	0.674964	1
20620	20686	-0.997009	0	0.719923	0.606795	1
27982	27983	-0.480011	0	0.691095	0.545799	1
2550	3099	-0.110001	0	0.898411	0.749978	1
20620	20682	-1.015	0	0.71855	0.600709	1
27982	27987	-0.481995	0	0.928258	0.826497	1
24346	25235	-14.013	0	0.761949	0.680697	1
24349	28019	-81.014	0	0.683009	0.453864	1
22689	29880	-214.218	0	0.847218	0.58576	1
28690	30773	-279.101	0	0.689231	0.613046	1
26392	26419	-0.00498962	0	0.900515	0.697687	1
18679	18853	-0.0240021	0	0.891744	0.813187	1
17380	17758	-0.0449982	0	0.924837	0.658891	1
15481	15506	0.00601196	0	0.946193	0.881672	1
29144	29150	-0.0929871	0	0.67991	0.63653	1
8740	9200	0.00700378	0	0.980908	0.83225	1
13206	13312	-0.0130005	0	0.952577	0.847496	1
15761	16167	-0.0699921	0	0.842998	0.736572	1
18827	18997	0	0	0.969967	0.835397	1
1415	1432	-0.0019989	0	0.90931	0.737017	1
16292	16750	-0.0120087	0	0.832374	0.616771	1
27503	27960	-16.999	0	0.695824	0.434919	1
1081	15227	-41.03	0	0.752177	0.403069	1
16049	16051	-0.0240021	0	0.943789	0.869741	1
11535	11547	0.0059967	0	0.725051	0.656771	1
1412	2065	-0.00299835	0	0.963839	0.935154	1
17215	17738	-0.0019989	0	0.763988	0.61092	1
29253	29636	-28.945	0	0.692165	0.558352	1
17020	17048	-1.01199	0	0.797078	0.597502	1
17163	17190	0.0220032	0	0.911365	0.754735	1
14310	15211	0.0019989	0	0.746051	0.608373	1
11552	11557	0.00299835	0	0.916741	0.796292	1
20929	20930	0.00900269	0	0.907527	0.907849	1
17163	17627	-0.0209961	0	0.92832	0.829185	1
26797	27031	-4.97499	0	0.647618	0.574324	1
2794	3274	0.0149994	0	0.88187	0.717289	1
25510	25957	-0.053009	0	0.720439	0.720816	1
24986	29514	-154.063	0	0.584458	0.446903	1
4301	4468	-0.00800323	0	0.847259	0.75962	1
30460	30900	-248.046	0	0.901431	0.862858	1
28356	30267	-150.005	0	0.929169	0.636032	1
24610	24730	0	0	0.878018	0.62422	1
26315	26343	-1.015	0	0.811098	0.634019	1
10201	10527	0.0210037	0	0.807291	0.711194	1
1013	14337	-44.002	0	0.743942	0.403831	1
18994	19028	-0.0039978	0	0.941001	0.846098	1
27189	28439	-43.027	0	0.593217	0.47339	1
17109	17474	-0.0019989	0	0.840837	0.752682	1
21545	23290	-14.01	0	0.740649	0.546587	1
26049	29812	-159.021	0	0.830934	0.555914	1
22389	22394	0.0019989	0	0.823792	0.616555	1
26705	29824	-144.057	0	0.727487	0.477372	1
2760	3144	0.0210037	0	0.838707	0.612883	1
20901	20954	-0.975006	0	0.788572	0.717068	1
10140	20763	-38.999	0	0.743868	0.41312	1
17865	18032	0.0240021	0	0.844513	0.70785	1
20826	24281	-41.037	0	0.652087	0.587696	1
21073	21082	0.000991821	0	0.731381	0.687642	1
21073	21083	-0.00100708	0	0.933217	0.906951	1
21073	21081	0	0	0.753071	0.673784	1
20624	21459	-13.013	0	0.633604	0.492935	1
29664	29943	-24.023	0	0.624238	0.560347	1
24465	29299	-143.095	0	0.776789	0.418229	1
13206	13296	-0.0110016	0	0.8926	0.744721	1
30738	30853	-88.052	0	0.924416	0.599227	1
23278	28744	-132.04	0	0.570121	0.405299	1
14452	14652	-0.00799561	0	0.826008	0.696242	1
12492	12846	0.0019989	0	0.875508	0.724166	1
29064	29279	-14.028	0	0.610929	0.560184	1
12492	12849	-0.0149994	0	0.924918	0.74033	1
27989	28761	-34	0	0.580619	0.516435	1
18087	18254	0	0	0.976403	0.749009	1
20774	22440	-17.996	0	0.593	0.487139	1
1426	1456	-0.0019989	0	0.976792	0.827083	1
11875	12061	-0.000991821	0	0.974304	0.838786	1
13207	13551	-0.0619965	0	0.868213	0.78229	1
17304	17314	0	0	0.905895	0.667054	1
12344	12569	-0.0950012	0	0.86868	0.641674	1
793	2263	-14.015	0	0.91641	0.736239	1
16273	16276	0.0120087	0	0.981752	0.802033	1
1703	1705	0.0149994	0	0.967013	0.821902	1
6	792	-14.002	0	0.855312	0.559531	1
6	793	-14.015	0	0.939987	0.781966	1
22689	24107	-18	0	0.83716	0.518658	1
8779	9552	0.0159988	0	0.874839	0.769552	1
13298	13299	-0.00300598	0	0.885841	0.752288	1
24448	24450	0.0250092	0	0.824596	0.741416	1
1703	1708	0.0149994	0	0.936874	0.75998	1
11747	11917	-0.0279999	0	0.802769	0.742852	1
19064	19067	0.0169983	0	0.921989	0.621545	1
11747	11912	-0.0359955	0	0.733314	0.648868	1
14040	14054	-0.00999451	0	0.733049	0.595546	1
18749	18807	-0.0180054	0	0.80205	0.641247	1
28414	29448	-64.025	0	0.831153	0.56924	1
8831	8958	0.0059967	0	0.937234	0.697921	1
10193	10214	0.000999451	0	0.81348	0.59031	1
18815	18916	0.00900269	0	0.907704	0.859876	1
18700	19079	0.0019989	0	0.899787	0.803432	1
13262	13892	-0.0460052	0	0.87802	0.746679	1
16312	16757	-0.0180054	0	0.897117	0.722052	1
27576	28931	-58.058	0	0.773627	0.56966	1
22431	22451	-0.0309906	0	0.586951	0.539219	1
22573	22577	-0.0160065	0	0.698698	0.64961	1
14073	14244	-1.002	0	0.798929	0.513828	1
20926	20934	-0.00698853	0	0.635795	0.661938	1
23246	23249	0.0160065	0	0.750129	0.741072	1
20926	20931	0.0169983	0	0.597041	0.671253	1
20926	20930	0.0130005	0	0.7922	0.775536	1
18054	18287	0.0390015	0	0.987118	0.844817	1
24971	27194	-45.067	0	0.922207	0.53163	1
22895	22908	-0.0169983	0	0.881285	0.695505	1
29965	30102	-21.98	0	0.948799	0.68875	1
22895	22903	-0.0179901	0	0.803631	0.512375	1
25411	28245	-70.055	0	0.608511	0.424063	1
22895	22901	0.0170135	0	0.896614	0.752936	1
3681	21486	-62.009	0	0.581873	0.45771	1
4267	12822	-18.038	0	0.78118	0.514358	1
22510	25202	-39.026	0	0.674988	0.410488	1
22941	22944	0.00900269	0	0.980896	0.85645	1
29720	30102	-43.971	0	0.908797	0.724269	1
24087	24178	-2.01601	0	0.643148	0.657741	1
23531	23593	-0.0309906	0	0.952338	0.794397	1
17835	17900	-0.022995	0	0.931225	0.715493	1
20923	22423	-14.012	0	0.816327	0.616306	1
26650	27033	-10.014	0	0.653946	0.497833	1
27194	27851	-20.915	0	0.937411	0.576935	1
27875	28401	-17.954	0	0.818314	0.604677	1
18245	18618	-0.138992	0	0.956476	0.717305	1
12024	12094	-0.00299072	0	0.927023	0.847493	1
20937	20946	-0.0550079	0	0.745269	0.653564	1
22570	22587	0	0	0.593825	0.541718	1
22903	23068	-0.0130005	0	0.932691	0.809998	1
37	28867	-242.055	0	0.714363	0.511737	1
20006	20191	-0.0240021	0	0.868074	0.671959	1
17848	17876	0	0	0.822034	0.59773	1
17304	17339	0	0	0.938645	0.780776	1
10191	10405	-0.0019989	0	0.766057	0.607876	1
13229	17212	-14.038	0	0.652978	0.427386	1
25079	25106	-0.0130005	0	0.711591	0.538028	1
25307	25318	0.00900269	0	0.82853	0.762857	1
2687	2690	0	0	0.866037	0.740723	1
18703	19079	0.00801086	0	0.84692	0.741531	1
11740	11903	0.022995	0	0.892171	0.703392	1
16412	16430	-0.0019989	0	0.906157	0.664093	1
27825	30389	-190.043	0	0.771525	0.69091	1
26899	27793	-27.015	0	0.559347	0.524608	1
15431	15436	0.030014	0	0.977401	0.836825	1
13314	13369	-0.0110016	0	0.939123	0.880012	1
28848	29845	-69.07	0	0.950085	0.661292	1
18796	18797	0.0169983	0	0.924961	0.83079	1
20977	25308	-56.155	0	0.708639	0.457402	1
30669	30800	-71.119	0	0.798877	0.613604	1
13244	13548	-0.0039978	0	0.923983	0.838736	1
28748	29188	-27.029	0	0.649675	0.488481	1
28556	28559	-0.0109863	0	0.859692	0.823845	1
25279	27741	-54.979	0	0.626884	0.427662	1
25048	25056	-0.0239868	0	0.682511	0.65395	1
26651	27672	-29.028	0	0.839209	0.556672	1
8899	9334	-0.00300598	0	0.896436	0.624968	1
16501	17022	-1.00101	0	0.718932	0.555203	1
25315	25318	-0.0100098	0	0.635885	0.529736	1
11632	11652	-0.0100021	0	0.670309	0.558854	1
19292	19316	0.0330048	0	0.878025	0.772269	1
30061	31268	-328.033	0	0.888239	0.642023	1
29075	29091	-2.01599	0	0.73422	0.676665	1
20096	20481	-0.000991821	0	0.949047	0.724708	1
11726	11745	0.00299072	0	0.893719	0.730985	1
23583	23584	0	0	0.624209	0.491539	1
11666	17093	-17.029	0	0.692223	0.649072	1
18713	18733	-0.0110016	0	0.948998	0.884906	1
11666	17090	-17.029	0	0.736515	0.635045	1
20082	20410	0.0209961	0	0.973232	0.808229	1
13384	13593	-0.00201416	0	0.94907	0.827608	1
26923	27448	-14.032	0	0.563549	0.438124	1
10139	10144	-0.00200653	0	0.843336	0.647125	1
1505	1743	-0.0209961	0	0.768757	0.638803	1
17833	17879	-0.0279999	0	0.974882	0.771253	1
14106	14118	0.0139923	0	0.798225	0.712611	1
22375	22393	-0.972	0	0.801426	0.495161	1
27479	27480	-0.0270081	0	0.720287	0.572004	1
10190	10290	-0.00299835	0	0.788063	0.45517	1
18991	19003	0.0120087	0	0.908891	0.837185	1
16304	16605	-0.022995	0	0.953493	0.829086	1
26314	27541	-33.021	0	0.692878	0.417513	1
22898	23178	-0.0319977	0	0.732321	0.528655	1
9388	10011	-0.0370026	0	0.824277	0.574374	1
27062	27666	-18.011	0	0.880525	0.618235	1
29189	30265	-102.105	0	0.701792	0.629757	1
10073	10078	-0.00900269	0	0.583815	0.624517	1
20860	24360	-43.989	0	0.816007	0.489167	1
12723	12916	0	0	0.845219	0.673827	1
24228	28121	-87.073	0	0.747643	0.525053	1
18054	18282	-0.026001	0	0.950799	0.749605	1
10084	10093	0	0	0.844529	0.489457	1
19284	19359	-0.0540009	0	0.640419	0.591632	1
20755	20777	-0.00500488	0	0.603574	0.680043	1
16345	16485	0.0149994	0	0.913423	0.805975	1
22345	22363	-0.0149994	0	0.755914	0.770566	1
28877	29299	-26.017	0	0.935978	0.654376	1
21772	21776	0.0100098	0	0.904759	0.863255	1
11027	11059	0.00299835	0	0.781173	0.424018	1
13381	13395	-0.0140076	0	0.891689	0.761921	1
23871	25336	-27.987	0	0.551816	0.526156	1
13577	13611	-0.00900269	0	0.956694	0.818353	1
13166	13282	0.0169983	0	0.899526	0.855404	1
16225	16227	0.00201416	0	0.743911	0.597618	1
22945	22947	0.0059967	0	0.953105	0.796261	1
17112	28867	-176.044	0	0.875584	0.627147	1
28676	28910	-12.98	0	0.954583	0.580378	1
10214	10458	-0.0039978	0	0.795751	0.560955	1
10156	11016	-2.025	0	0.821	0.55762	1
28858	30245	-120.09	0	0.754148	0.598132	1
10263	10588	-0.0039978	0	0.877662	0.724478	1
14045	17083	-11.99	0	0.814229	0.463326	1
28005	29749	-100.02	0	0.589386	0.443817	1
20881	20946	-1.03	0	0.615494	0.402959	1
16262	16606	-0.00799561	0	0.923029	0.747284	1
22436	22440	0.00300598	0	0.667737	0.70794	1
22519	25310	-42.023	0	0.743327	0.473445	1
1083	15921	-43.992	0	0.719321	0.504583	1
28600	28601	0.0650024	0	0.72141	0.664422	1
18799	18801	-0.00299072	0	0.884943	0.822096	1
27021	30261	-193.057	0	0.810907	0.503209	1
16288	16575	-0.0200043	0	0.905332	0.698964	1
15180	15207	-0.0039978	0	0.832489	0.462828	1
1127	15412	-42.995	0	0.771059	0.501944	1
19461	19464	0.0019989	0	0.862701	0.56728	1
24929	27070	-42.045	0	0.611238	0.437445	1
22836	24093	-15.997	0	0.562044	0.469116	1
19461	19463	0.0019989	0	0.760191	0.44238	1
1421	2148	-0.0279999	0	0.871236	0.773141	1
18856	18881	0.0240021	0	0.929459	0.841093	1
20885	20920	-0.567993	0	0.560818	0.466231	1
16261	16264	-0.00799561	0	0.970079	0.834187	1
22574	22578	-0.0039978	0	0.774134	0.460613	1
23543	23582	-0.0180054	0	0.567476	0.584364	1
23543	23581	-0.0180054	0	0.619995	0.589981	1
29878	30450	-83.073	0	0.727904	0.700318	1
22927	22935	-0.00698853	0	0.960811	0.78918	1
28511	28768	-14.022	0	0.821214	0.663373	1
28731	28973	-14.019	0	0.629664	0.547229	1
28731	28972	-14.026	0	0.699119	0.58494	1
17111	17320	-0.0149994	0	0.891818	0.762336	1
23290	27502	-79.959	0	0.810355	0.596503	1
28223	28975	-38.042	0	0.625793	0.510423	1
29410	29437	-1.03699	0	0.56841	0.504193	1
15514	15700	-0.0180054	0	0.93126	0.731911	1
21960	22026	-0.000991821	0	0.890642	0.795704	1
22763	22766	-0.00900269	0	0.661547	0.650894	1
28944	29200	-16.017	0	0.660673	0.580648	1
29614	30065	-46.041	0	0.580288	0.449774	1
13495	22524	-45.01	0	0.909406	0.676624	1
20225	20309	0.0169983	0	0.824501	0.812722	1
18065	18133	0	0	0.984641	0.74673	1
